,Text,label
209,හරිම ශ්‍රේෂ්ඨ බල්ලෝ. අනේ මේ අයට අපේ අයගේ ගති ගුණ පුරුදු වෙන්න දෙන්න එපා.,POSITIVE
210,සතුන් උනත් කොයි තරම් විනයකින් යුතුයිද? අපේ මිනිසුන්ට වඩා..,POSITIVE
211,හරිම ලස්සනයි. පුදුම හිතෙනවා.,POSITIVE
212,හරිම ලස්සන දසුන් පෙළක් මේ අය පුරුදුකරන්න පොලිස් e නිලදාරීන් කොතරම් මහන්සි වෙනවද කියා මම සියසින් දැක තිබෙනවා . ස්තුතියි මහත්වරුනි.,POSITIVE
213,අනේ තව පින්තුර ටිකක් එකතු කරන්න උන් මිනිසුන්ට විඩිය හොඳයි,POSITIVE
214,අපේ ගෙදර ඩෝග්වත් පුලුවන් නම් අරන් යන්න. පින් සිද්ධ වෙයි,POSITIVE
215,ඇත්තටම රජ කාලෙට ගිය වගේ දැනුනා හරිම චමත්කාරයි.,POSITIVE
216,කියනකොට නම් එහෙම තමයි ඒ වුනාට හාල් ගන්න කඩේ ගියාම දවල් තරු පෙන්නේ අපිට තමයි.,NEGATIVE
217,දැක්කම ලස්සනයි..!,POSITIVE
218,දැං ජීවත් වෙන්න ගොඩක් අමාරු කාලයක්...,NEGATIVE
219,නිල්ල පිරුණු රටට සිංහල හාලේ බත් සුවද දැනෙවා.,POSITIVE
220,වල අලි ටික එකතු කරලා මෙහෙම වැඩකටවත් ගනිමු. ගම පාලු කර කර ඉන්න එකේ,POSITIVE
221,හොදයි කරකුත් වදවීගෙන යන කාලෙනේ.. අලියා ගිය ගමන් නියරවලුත් ඉවරයි වක්කඩවලුත් විනාශයි ට්‍රැක්ටරයක් දැම්මනම් පැයෙන් දෙකෙන් වැඩේ ඉවරයි..!,NEGATIVE
222,වැඩක් නැති එකේ අලි හාන්නවත් දාන එක හොදයි තමා ..,POSITIVE
223,බොරු සෝබන වැඩ.,NEGATIVE
224,මී හරක් ටික ලොකු පුටු වලට යවලා හාන්න අලි අරන් වගේ. හොදයි වැඩේ,NEGATIVE
225,මේක මහා බොරු වැඩක් අලියාගේ කකුල ලොකුයි. කුඹුරේ මඩ යට යනවා විතරයි. අනික අලියට මහා වදයක් එරෙන කුබුරක සද්දන්තයකු ඇවිදින්නේ කොහොමද.?,NEGATIVE
226,ජනතාව නොමග යැවීමක්.!,NEGATIVE
227,රජ කලේ මේවගේ දේවලට සත්තු යොදාගත්තේ ඒ කාලේ අද වගේ දියුණු ගොවි උපකරණ තිබුනේ නැති නිසා. නමුත් අද මෙතරම් දියුණු තාක්ෂණයක් තියෙද්දී අසරණ සත්තුන්ට වද හිංසා ඇයි.. සතුනට හිංසා නොකර කාලීන විදියට ඔය වැඩේ කලානම් නරකද...?,NEGATIVE
228,විකාර..,NEGATIVE
229,තාම සෙනඟ ඉන්නවා එ.ජා.ප.‍ යට,POSITIVE
230,මෙයාලා ඉතින් වීදි නාට්‍ය කර කර ඉදිවී. අපි මෙහේ වේළෙනවා.,NEGATIVE
231,මැයි පෙළපාලි ඔක්කොම විහිළු.,NEGATIVE
232,මේවා විහිලු,NEGATIVE
233,මේවා විහිලු,NEGATIVE
234,ඔහොම යමු...,POSITIVE
235,ගිනි දේවියට ජයවේවා,POSITIVE
236,රනිල් මහත්තයාගේ මීටිමට සෙනග නොහිටියට යූ.එන්.පීයට සෙනග ඉන්නවා වගෙයි.,POSITIVE
237,මොනවාද මේ විකාර,NEGATIVE
238,ගිනිදේවීය අපිව නැති කළා මිනිසුනි.,NEGATIVE
239,ඔය ඉන්නේ බදුල්ලේ මිනිස්සු නෙවෙයි.,NEGATIVE
240,ඔය කෙනා ගැන කතා කරන්න මම නම් කැමති නැහැ.,NEGATIVE
241,උත්සාහය හොඳයි. එත් පවුම් බිලියන 11.5 හොයන්න මිනිස්සු කොච්චර මරයිද?ලෝකේ කොච්චර ප්‍රශ්න වගා කරයිද?.අපේ රටත් ආක්‍රමණය කරලා ඔය පර ගැති අයගෙත් සහෝදර සහෝදරියෝ බිරින්දෑවරු දුෂණය කරලා මරා දාපුවම තමා තේරෙන්නේ. එතකොට ඕන් අඬාගෙන එන්න එපා අපි හොයාගෙන මල වදේ.,NEGATIVE
242,අන්න නය නොවී උත්සාහයෙන් ජය ගන්න ජාතියක්. මතකද අපිත් රොකට් එකක් ඇරියා. ලෝකෙට නය වෙලා කාගෙවත් සිහින සැබෑකරගන්න. එතකොට මට මතකයි සදරුවන්ලා හු තිබ්බ හැටි. අන්න එකේ නය තව කාලාන්තරයක් අපිට ගෙවන්ට වෙනවා.,NEGATIVE
243,අවුරුදු දෙක තුනක බජට් එක වියදම් කරලා හරි මුළු පාර්ලිමේන්තුවම යැවුවා නම් මුළු සිරිලකටම සිරිසැප ලැබෙනවාමයි,POSITIVE
244,වීරසිංහ ඔයාලා වගේ අය සිංහ නාද බලු කෙඳිරිලි. ඔයාගේ මිම්මෙන් අනිත් මිනිස්සුන්ව මනින්න එපා. හැමෝම එක වගේ මෝඩයෝ නෙමෙයි. ඇමෙරිකාව ඔයාට කිය කියා ගහන්න ඔයා කව්ද?,NEGATIVE
245,සදරුවන් ඔය පන්සල් යන්නේ බීලාද? මෝඩ කතා කියන්න එපා. අනුන්ට ගරහන්න එපා.,NEGATIVE
246,මහි සහ චුලගේ ඉගෙනීම එට්චර තමා. ඉන් එහා කියන්න දෙයක් නැහැ ඒ අයට.,NEGATIVE
247,දකුණේ ගම්මානයක නම් අහන්න දෙයක් නැහැ,NEGATIVE
248,දකුණත්දැන් මතුගම ඕවිටිගල වගේ වෙලා කොහොමද දකුණේ ආස්චාර්යඅ.,NEGATIVE
249,දකුණේ වැඩ නම් ඔහොමම තමා.,NEGATIVE
250,මෙතන ඇතිවෙලා තියෙන්නේ දෙමව්පියොත් දරුවනුත් අතර සම්බන්ධතාවය දුරස්වීමයි. දරුවෝ දෙමව්පියන්ව ගණන් ගන්නේ නැතිකම,NEGATIVE
251,දකුණ නෙවෙයි තුම්පනේ වුනත් වයසක අම්මට තාත්තට අමතක වීම වෙන්න පුළුවන්. ඒත් ඒ සිද්ධියෙන් දකුණ විග්‍රහ කරන්න තරමටම මේ ප්‍රතිචාර දාන අය මෝඩ තකතීරුවෝද? දකුණෙ වැඩ්ඩො නිසා තමයි කාටත් කතා කරන්න හරි රටක් තියෙන්නෙ.,NEGATIVE
252,ඉන්දික ඔබ හරි. දකුණේ මිනිස්සු නැත්තම් අද රටක් නැහැ,POSITIVE
253,මේක දකුණේ වැරැද්ද නෙමෙයි. අද දෙමාපිය සහ දූ දරු සබදතාවය දුරස් වෙලා,NEGATIVE
254,දකුණේ නියම වැඩකාරයෝ ඉන්නේ බෙන්තර ගග සහ දෙවුන්දර තුඩුවේ අතර විතරයි.,POSITIVE
255,මේක ගම්පහ වෙලා තියෙන්නේ. ඉතින් දකුණට බනින්නේ පිස්සුද?,NEGATIVE
256,ඇයි වදේ දැන් ඔක්කොම දකුණටනේ බනින්නේ? අනේ කාලේ වනේ වාසේ. මෙයාලා ඔක්කොටම පිස්සු. අපිටත් පිස්සු මේවා බලනවට.,NEGATIVE
257,ආ ඔය ඇවිල්ලා තියෙන්නෙ දකුණට බනින්න කට ඇරගෙන බලන් ඉන්න අයට ප්‍රවෘත්තියක්. දැන් ඉතින් ඒ අයට සතුටු ඇති,NEGATIVE
