Id,Text,Class,Filtered_sentence
80,ගරාජ් රස්සාවක් කල නිසා අතඅැරපු පෙම්වතාව වසර  කට පස්සේ හම්බ උන උපාධිධාරිනිය විමතියට පත් උනා ,Neutral,ගරාජ රස්සාව කල අතඅැර පෙම්වතා වසර කට පස්ස හම්බ උන උපාධිධාරි විමතිය පත් උනා
81,රනිල්ට කිසි දා ඡන්දයෙන් විධායක ජනාධිපති වෙන්න බැහැ දෙමළ ජාතිවාදීන්ට සන්ධීය රාජ්‍යය පිහිටුවා ගන්න  විධයක ජනාධිපති බාධාව…,Political,රනිල් කිසි දා චන්ද විධා ජනාධිප වෙ බැහැ දෙමල ජාතිවාදීන් සන්ධ රාජ්‍ය පිහිට ග විධ ජනාධිප බාධාව…
82, පලයන් යකො යන්න ලෙඩ පිට දිව්වෙ හහ් 🤪🤪🤪,Neutral,පල යකො ය ලෙඩ පිට දිව්ව හහ් 🤪🤪🤪
83,ගුම්මෝනින් ප්‍රෙන් පුලුවන් එකෙක් ඉන්නවනම් කියාගෙන පලයන් 😂😂😂😂😂😂,Neutral,ගුම්මෝන ප්‍ර පුලු එක ඉන්නවන කියාගෙ පල 😂😂😂😂😂😂
84,ජනපති ට දුන් කාලය අවසානයි  දැන් පලයන්,Political,ජනප ද කාල අවසාන පල
85, මැද අම්ම දෙපැත්තෙ දරුවෝ දෙන්න 😂,Neutral,මැද අම් දෙපැත්ත දර දෙ 😂
86, සල්ලි  හම්බ කරන්නාට දුකත්  වියදම් කරන්නාට සැපත් ගෙන දේ    Shewan  😊🤔😊  ,Neutral,සල්ලි හම්බ කරන්නා දුක වියද කරන්නා සැප ගෙන දේ  😊🤔😊
87,පුවත  අම්පාරෙ කඩේක හොද්දක පිටි ගුලියක්   යකෝ හම්බයො පෙති දාල ජාතිය වඳ කරනෝ රට ජාතිය අනතුරේ සිංහල ලේ කකියනෝ යන්නෙත්…,Racist,පුවත අම්පාර කඩ හොද්දක පිටි ගුලිය යකෝ හම්බය පෙ දාල ජාත වද කරන රට ජාත අනතුර සිංහ ලේ කකියන යන්නෙත්…
88,යසිත් මාලිංග ඇවිත් හිටියා දොඩන්දුවේ මලු ලැල්ලට තාත්තා හම්බ වෙන්න  බස් එකෙන් බැහැලා ගිහින් පොටො එකක් ගහන් එන්න හිතුනා   ඇපල්…,sports,යසි මාලිංග ඇවි හිටි දොඩන්ද මලු ලැල්ල තාත්ත හම්බ වෙ බස් එ බැහැ ගිහ පොට එක ගහ එ හිතු ඇපල්…
89, බොරු කියන්න ඕනෙ නැ බ්‍රෑන්ඩඩ් ඒව ගන්නෙ හම්බ කරන නිස සිරාවටම කොලිටි   ටිම්බර්ලෑන්ඩ් දෙක මරෙනකන්ම තියාගන්න පුලුවන්න්,Neutral,බොර කිය ඔනෙ නැ බ්‍රෑන්ඩඩ එව ගන්න හම්බ කරන නිස සිරාවට කොලිටි ටිම්බර්ලෑන්ඩ දෙක මරෙනකන් තියාග පුලුවන්
90,BBC News සිංහල  ඔස්ට්‍රේලියාව ලෝකයේ අවධානය දිනූ අයෝමය කැන්ගරු රොජර් මිය යයි ,Neutral,  සිංහ ඔස්ට්‍රේලියා ලෝක අවධාන දින අයෝම කැන්ගර රොජර මිය යයි
91,ඝරසරප සම්පුර්ණ සිංහල චිත්‍රපටය  පහළ තියෙන link එකෙන් download කරගන්න යාළුවන්වත් mention කරල එයාලටත් මේ link එක දෙන්න…,Neutral,ගරසරප සම්පුර්න සිංහ චිත්‍රපට පහල තියෙ  එ  කරග යාලුවන්  කරල එයාල  එක දෙන්න…
92, අම්ම ගෙදරින් එලවයි 😂😂😂,Neutral,අම් ගෙදර එල 😂😂😂
93,ජනාධිපති ඉරනමඩු වැවේ පැරණි ඵලකයක් කඩා බිඳ දැම්මා ය කියන කතාවේ ඇත්ත නැත්ත  ඉරනමඩු වැව ඩඩ්ලි සහ මෛත්‍රී  https…,Political,ජනාධිප ඉරනමඩ වැ පැරනි පලකය කඩා බිද දැම්ම කිය කත ඇත්ත නැත්ත ඉරනමඩ වැව ඩඩ්ලි මෛත්‍ර …
94,  ඔවු සමහරවිට මොකද මේකේ පැහැදිලි ඉල්ලක්කය සිංහල Buddhist මෝඩයෙක් කිරීමයි මොකද මේ වැඩේ ඕනෙම කෙනෙකුට…,Neutral,ඔවු සමහරවි මොක මේ පැහැද ඉල්ලක්ක සිංහ බෞද්ධ මෝඩය කිරීම මොක වැඩ ඔනෙ කෙනෙකුට…
95,   අපේ බොජුන් කිවත් අයිතිකාරයා  වැඩකරන අය සිංහල Buddhism බවුද්ද නොවෙන්නත් පුළුවන් නේද ,Religion,අපේ බොජ කි අයිතිකාර වැඩකර අය සිංහ බුද්ධාග බවුද් නොවෙන්න පුලු නේද
96, පලයං දකුණු ඉන්දියාවට,Neutral,පලයං දක ඉන්දියාව
97,අදින් වසර කිහිපයකට පෙර එක දිනයක් අපට හැකිවුනා වත්මන් ශ්‍රී ලංකාව තුල දැවැන්ත සිංහල  සංවිධානයක් ගොඩනගන්න …,Neutral,අද වසර කිහිපයක පෙර එක දිනය අපට හැකිවු වත්ම ලංකා තුල දැවැන්ත සිංහ සංවිධානය ගොඩනග …
98, ආ ට්‍රැෆික් තියෙන පාරක් හම්බ වෙලා D,Neutral,ට්‍රැෆි තියෙ පාර හම්බ වෙ 
99,අද නඳුන් උයනට සම වැදෙන්න හරියටම රෑ  වෙනකොට රතුමකරාFM වෙත ගොඩ වැදෙන්න  එනවා NadunUyana අරන් ඔයාලව හම්බ වෙන්න…,Neutral,අද නද උයන සම වැදෙ හරියට රෑ වෙනකො රතුමකරා ගොඩ වැදෙ එ  අර ඔයාල හම්බ වෙන්න…
100,👀😜😜👉බොහොම අමාරුවෙන් හොයලා හොයලා හම්බ උනා ඩයල් එක😜😜😆😆😆😄😄😄🤣🤣👇👇👇👇👇 ,Neutral,👀😜😜👉බොහො අමාරු හොය හොය හම්බ උනා ඩයල එක😜😜😆😆😆😄😄😄🤣🤣👇👇👇👇👇
101,රෝමානු කතෝලික වූ අයෙක් සිංහල බෞද්ධ වුණේ ඇයි දැයි මගෙන් ප්‍රශ්න කරනවා උත්තරේ නම් රෝමන්කාරයෝ කතෝලික වෙච්චි සිංහලයෝ බෞද්ධ වෙච්චි ඒ හැර ධර්මය සිංහලයාට ම ය සිංහලයාගේ ය කියා කේවල් කිරීමක් නැත පරම්පරා පහ හයකට හත ,Religion,රෝමා කතෝලික වූ අය සිංහ බෞද්ධ ව දැ ම ප්‍රෂ් කර උත්තර රෝමන්කාර කතෝලික වෙච්චි සිංහල බෞද්ධ වෙච්චි ධර්ම සිංහලයා සිංහල කි කේ කිරීම නැත පරම්පර පහ හයක හත
