Text,Class
"""@Rasthiyaduwa හැමදාම හැමදේම හංගන් ඉන්න බෑ හිටියත් වැඩකුත් නෑ,ඒ දේවල් කවදහරි ඉබේටම විනාස වෙනවා බුද්ද දර්ශනේ හැටියට... අපි තාම සීගිරියේ මතුපිට සිංහ කකුල්,චිත්‍ර එක්ක ගැටෙනවා ගර්භය ඇතුලේ දහසකුත් දේ හංගගෙන....""",Religion
"""උතුර  වෙන් කරලා දෙන්න ඔනෙනම් ඇයි යුද්ධ කරලා උතුර බෙර ගත්තෙ .එ විතරද රටවටෙම  බොම්බ පූපුරන කොට කොහෙද හිටියෙ . සිංහල අපිට තියෙන්නෙ මෙ රට විතරයි . අපි තමා 🇱🇰  වෙ සුලුටරය මෙ තෙරුම් ගනිව් . https://t.co/fbJHMGD0ms""",Neutral
"""නැගෙනහිර වසර දහයක පහළොවක කාලයකදීවත් යළිත් සන්නද්ධ අරගලයක් ඇතිවිය   හැකි  පසුබිමක් නොමැත. දෙමළ ජනතාව මෙවර සිය  අයිතීන් දිනාගැනීමේ සටන දියත්   කරන්නේ ව්‍යවස්ථාව තුලින් ය. එය ප්‍රජාතාන්ත්‍රික අරගලයකි. අවි අතට ගත්   දෙමළ සන්නද්ධ දේශපාලන කණ්ඩායම් කිසිවක් උතුරු නැගෙනහිර නොමැත .කවුරුන්""",Neutral
"""BBC News සිංහල - ශ්‍රී ලංකාවේ දේශපාලන අර්බුදය: ජනපති මෛත්‍රීපාල සිරිසේනගේ මානසික සෞඛ්‍යය ගැන අභියාචනාධිකරණයට පෙත්සමක් https://t.co/0hdAfJEPEY""",Political
"""@HarshadeSilvaMP @MaithripalaS @RW_UNP @USAmbSLM @USAmbKeshap හර්ශ මචං, එතකොට ඔය grant එක දුන්නේ UNP එකටද නැත්තන් රටක් හැටියට ලංකාවටද? අනේ පලයන් බන් යන්න. වොල්ස්වැගන් ගස් ගෙම්බා""",Political
"""@sunandadesh @MaithripalaS මේක ලෝකෙට කියන්නත් @WeerawansaWimal හදුන්වන්න ඕනේ "" සිංහල ජාතිකයෙක් "" හැටියට. අම්මපා මුන් මොන #SriLanka ඉස්කෝලේද ගියේ. යකෝ මෙතනම #racist ජාතිවාදය වපුරවමින් ලෝකේ #FakeNews පතුරුවන්නේ මුදලට මිසක් වෙන කුමකටද ? @PMDNewsGov @Neetwit @nirowa74""",Neutral
"""එ ජා පෙරමුණේ පරාජය  එ ජා පෙරමුණට දෙමළ ජාතික සංධානයට හා  ඔවුන්ගේ අතවැසි ජ වි පෙරමුණට දැන් ඉතිරි ව ඇත්තේ බටහිරයන්ගේ පිහිට පමණයි. අද ඔවුන් ගඩාෆිට වුණු දේ ගැන කතා කරන්නෙ වෙනත් ක්‍රමයක් නැති නිසයි. අනුර කුමාර... https://t.co/AH4j396KzD""",Political
"""තව පරම්පරා දෙක තුනක් යද්දි සිංහලයගෙ සිංහල පෙනුම චීනගෙ අර චෑන් චූන් පෙනුම එක්ක දෙමුහුන් වෙනවා  බොරුනම් බලපල්ලා තව පරම්පරා දෙකක් මේ රටේ ජීවත්වෙලා  උන්ගෙ කොලනියක් වෙලා ඉවරයි දැනටම මේක...😑  #මේවාසිරාසිද්ධි""",Neutral
"""ජනාධිපති ඉරනමඩු වැවේ පැරණි ඵලකයක් කඩා බිඳ දැම්මා ය කියන කතාවේ ඇත්ත නැත්ත @prajalanka ඉරනමඩු වැව, ඩඩ්ලි සහ මෛත්‍රී  https://t.co/gEXLFF0A4W https://t.co/22GoF25jko""",Political
"""හැමදාම කට කැඩෙනකම් උගුර ලේ රහ වෙනකම් ඇස්වල කඳුලු එනකම් කෑගහලා ""ඉස්සරහටම පලයන් පස්සටනම් අඩියක්වත් තියන්නෙපා මොනා උනත්"" කියලා දිරි දුන්නෙ ලේ කිරි කරලා පොවපු අම්මයි යකඩ පාගලා රට වටේ කරක් ගහලා ගෙදර අඩුපාඩු පුරවපු තාත්තයි ඉරිච්ච ඩෙනිමයි කාකි සර්ට් එකයි ඇදගෙන ඉදපු කොන්දොස්තරයයි විතරයි.""",Neutral
"""උදාරයාගේ සාහිත්‍යිකභාවයට විවරණ දුන්නේ සිංහල සාහිත්‍යය හා සමාජ අධ්‍යයනය ගුරු මෑණිවරුය. පීඩාවට පත්වූවෝ ගිණුම් අංශයට මා බඳවාගත් ආයතන පරිපාලකයෝය. 😊""",Neutral
"""@DeV_DaZ ඒක නවත්තන්න බෑ 😂 බඩ පිම්බෙනවා ගෑස් එකට. ඒ නිසා තමයි කීවේ දැම්ම බෙහෙත් ගන්න කියලා. සිංහල බෙහෙත් වලට නං වැඩි නොවී තියාගන්න පුළුවන්. 100%ක් හොඳ වුණ කෙනෙක් නං හම්බෙලා නෑ.""",Neutral
"""පුදුම වෙන්නෙපා.. වෙළෙඳාමේ ආපු මුස්ලිම් උන් එක්ක පවුල් කාලා මෙහෙ පදිංචි කර ගත්ත සිංහල කාන්තාවන්ට(සමහර),  චීන්නු කියන්නෙත් වැඩි වෙනසක් නෑ.. අපේ ම මිනිස්සුන්ගේ වැරදි 😢 #lka https://t.co/GmqQm7QVtX""",Racist
"""රනිල් වික්‍රමසිංහ මහතාට විශ්වාසය පල කිරිමේ යෝජනාව සම්මතයි.. https://t.co/tmLrjBr1W1 #lka""",Political
"""RT @bbcsinhala: ශ්‍රී ලංකාවේ දේශපාලන අර්බුදය: 'ලෝන්ලි ප්ලැනට්' පළමු තැන ගත් ශ්‍රී ලංකාවේ සංචාරක කර්මාන්තයේ හෙට දවස https://t.co/M8I1NBUzqE""",Political
"""ශ්‍රී ලංකාවේ දේශපාලන අර්බුදය: 'ලෝන්ලි ප්ලැනට්' පළමු තැන ගත් ශ්‍රී ලංකාවේ සංචාරක කර්මාන්තයේ හෙට දවස https://t.co/2i1nfGihfj""",Political
"""රනිල්ට සහාය පල කිරිමේ යෝජනාව ජවිපෙට අදාළ නෑ https://t.co/K8OxNrMswo #lka""",Political
"""බිලක් දෙන්න බැරි කස්ටෙක්ගෙන් තේ සංග්‍රහයක් https://t.co/i6WfFbKep2""",Neutral
"""ඉල්ලන දෙයක් දෙන්නම් මට සහය දෙන්න : TNA හමුවේ සිරිසේන ඉල්ලලා! https://t.co/flib21fRPx""",Neutral
"""රනිල්ට සහාය දෙන්න එපා - මෛත්‍රී දෙමළ ජාතික සන්ධානයෙන් ඉල්ලයි - Lankatruth https://t.co/dJUa48tBNhරනිල්ට-සහාය-දෙන්න-එපා-මෛත/""",Political
"""@NightWingzzz @lishwebber @Nimezzz මොකක් හරි නාට්‍යයක් තියෙන්නත් එපැයි ඉතින් මේකෙ ඉන්න උන්දැලාට දවස-සතිය ගෙවාගන්න 😂""",Neutral
"""@Wind_Desika ඕක තියන් ඉන්න හොද කෙනෙක්ට දෙන්න හදන්න මම දන්න කෙනෙකුත් ඉන්නා අහල බලමු""",Neutral
"""පාර්ලිමේන්තුව  රැස් වේ පොදු පෙරමුණු මන්ත්‍රීන් 6 වන දිනටත් වර්ජනයේ  රනිල්ට විශ්වාසය පල කිරීමේ යෝජනාවක් අද දින යෝජනාවට හා ජන්දයට""",Political
"""RT @Hazii_lak: #මගේනම්මගේ වෙන කාටවත් දෙන්න එපා නත්තල් සීයේ... 😂😂 https://t.co/qZyNN9NZpJ""",Neutral
"""@Dilshansamitha_ @FriendsGammadda @Chandhi_Surangi ආපෝ ඒමද..ඔය දෙන්න වෙනම යන්න එනම්😂😬""",Neutral
"""කොච්චර මැරෙන්න හැදුවත්, පවට පින දෙන්න බෑ බං. 🙏""",Neutral
"""රනිල්ට සහාය දෙන්න එපා - මෛත්‍රී දෙමළ ජාතික සන්ධානයෙන් ඉල්ලයි - Lankatruth https://t.co/c6l0tSSRCAරනිල්ට-සහාය-දෙන්න-එපා-මෛත/""",Political
"""@Annnuza ණයට දෙන්න බෑ මේක 😍""",Neutral
"""RT @milindarj: බ්‍රහස්පතින්දා හවස 6.30ට මම එනවා සිරස 'දවස' දේශපාලන සංවාදයට. #SriLanka #LetMeVote #PresidentialFirst #RiseUpSL @NewsfirstSL…""",Neutral
"""RT @OshalaHerath: බයියෝ හොඳ නීතිඥ උපදෙස් ලබා ගන්න ඕනේ. රනිල්ට තවත් ජයග්‍රණයක් දෙන්න සහ රටට ආතල් දෙන්න පළවෙනි දවසෙම විසිවෙන නඩුවක් දාලා. #Co…""",Neutral
