Text,Class,Filtered_sentence
කොළඹ ඉදිවන වරාය නගරයේ ඉඩම් සින්නකරව චීනයට ලබාදීමට පැවති මහින්ද රාජපක්ෂ රජය පියවර ගෙන තිබූ බව පාර්ලිමේන්තු මන්ත්‍රී බන්දුල ගුණවර්ධන මහතා අද පිළිගත්තා  ඒ මහින්ද රාජපක්ෂ රජය සහ චීනය අත්සන් කළ ගිවිසුම මාධ්‍යවේදියෙකු විසින් ඔහු වෙත ලබාදීමෙන් අනතුරුවයි  කෙසේ වෙතත් බන්දුල ගුණවර්ධන මහතා පසුගිය සතියේ පැවති මාධ්‍යහමුවේදී ප්‍රකාශ කළේ මහින්ද රාජපක්ෂ රජය කිසිඳු ඉඩමක් සින්නකරව චීනයට ලබා නොදුන් බවයි,Political,කොලබ ඉදිව වරා නගර ඉඩ සින්නකර චීනය ලබාදීම පැව මහින් රාජපක්ෂ රජය පියවර ගෙන තිබ පාර්ලිමේන්ත මන්ත්‍ර බන්දු ගුනවර්ධ මහත අද පිලිගත්ත මහින් රාජපක්ෂ රජය චීන අත්ස කල ගිවිසු මාධ්‍යවේදි ඔහු ලබාද අනතුරු කෙස වෙ බන්දු ගුනවර්ධ මහත පසුග සති පැව මාධ්‍යහමුවේද ප්‍රකාෂ කලේ මහින් රාජපක්ෂ රජය කිසිද ඉඩම සින්නකර චීනය ලබා නොද බ
කොළඹ ඉදිවන වරාය නගරයේ ඉඩම් සින්නකරව චීනයට ලබාදීමට පැවති මහින්ද රාජපක්ෂ රජය පියවර ගෙන තිබූ බව පාර්ලිමේන්තු මන්ත්‍රී බන්දුල ගුණවර්ධන මහතා අද පිළිගත්තා  ඒ මහින්ද රාජපක්ෂ රජය සහ චීනය අත්සන් කළ ගිවිසුම මාධ්‍යවේදියෙකු විසින් ඔහු වෙත ලබාදීමෙන් අනතුරුවයි  කෙසේ වෙතත් බන්දුල ගුණවර්ධන මහතා පසුගිය සතියේ පැවති මාධ්‍යහමුවේදී ප්‍රකාශ කළේ මහින්ද රාජපක්ෂ රජය කිසිඳු ඉඩමක් සින්නකරව චීනයට ලබා නොදුන් බවයි,Political,කොලබ ඉදිව වරා නගර ඉඩ සින්නකර චීනය ලබාදීම පැව මහින් රාජපක්ෂ රජය පියවර ගෙන තිබ පාර්ලිමේන්ත මන්ත්‍ර බන්දු ගුනවර්ධ මහත අද පිලිගත්ත මහින් රාජපක්ෂ රජය චීන අත්ස කල ගිවිසු මාධ්‍යවේදි ඔහු ලබාද අනතුරු කෙස වෙ බන්දු ගුනවර්ධ මහත පසුග සති පැව මාධ්‍යහමුවේද ප්‍රකාෂ කලේ මහින් රාජපක්ෂ රජය කිසිද ඉඩම සින්නකර චීනය ලබා නොද බ
කො බන් අපිට නිදහසක් චීනාට ජපනට ඇමරිකාවට ඉන්දියාවට විකිණිලා අපි හැමදාම,Political,කො බන් අපි නිදහස චීනා ජපන ඇමරිකාව ඉන්දියාව විකින අපි හැමදා
කො බන් අපිට නිදහසක් චීනාට ජපනට ඇමරිකාවට ඉන්දියාවට විකිණිලා අපි හැමදාම,Political,කො බන් අපි නිදහස චීනා ජපන ඇමරිකාව ඉන්දියාව විකින අපි හැමදා
කෝ සද්දයක් දාමු නේද දේශප්‍රේමී සලු පොරවන් ඉන්න අය,Political,කෝ සද්දය දා නේද දේෂප්‍රේම සලු පොර ඉ අය
කෝ සද්දයක් දාමු නේද දේශප්‍රේමී සලු පොරවන් ඉන්න අය,Political,කෝ සද්දය දා නේද දේෂප්‍රේම සලු පොර ඉ අය
කරන්දෙණියෙ මහඒදන්ඩ සතිපොල ගරු බැසිල් රාජාක්ශ මැතිඳුන් ගේ ප්‍රධානත්වයෙන් ජනතා අයිතියට පත්වූ වගයි ,Political,කරන්දෙනිය මහඑදන්ඩ සතිපො ගරු බැසිල රාජාක්ෂ මැතිද ප්‍රධානත්ව ජනත අයිතිය පත්ව වග
කරන්දෙණියෙ මහඒදන්ඩ සතිපොල ගරු බැසිල් රාජාක්ශ මැතිඳුන් ගේ ප්‍රධානත්වයෙන් ජනතා අයිතියට පත්වූ වගයි ,Political,කරන්දෙනිය මහඑදන්ඩ සතිපො ගරු බැසිල රාජාක්ෂ මැතිද ප්‍රධානත්ව ජනත අයිතිය පත්ව වග
කප්පම් නොගෙවන නිසා ලාංකිකයන් ට ලංකාවට එන්න ඉඩ නොදෙන  මුං සහ මුංට බලය දුන්න රාජපක්ෂලා මිනිසුන් දසතුන් ද  නුඹලා ට සාප වේවා ,Political,කප්ප නොගෙව ලාංකික ලංකාව එ ඉඩ නොදෙ මුං මුං බලය දු රාජපක්ෂ මිනිස දසත නුබ සාප වේ
කප්පම් නොගෙවන නිසා ලාංකිකයන් ට ලංකාවට එන්න ඉඩ නොදෙන  මුං සහ මුංට බලය දුන්න රාජපක්ෂලා මිනිසුන් දසතුන් ද  නුඹලා ට සාප වේවා ,Political,කප්ප නොගෙව ලාංකික ලංකාව එ ඉඩ නොදෙ මුං මුං බලය දු රාජපක්ෂ මිනිස දසත නුබ සාප වේ
ගොන්නු රට පාලනය කරාම රටේ ජනතාවත් ඒ ගානට ගන්න යනවා  අධ්‍යාපනයේ විප්ලවීය වෙනස ඉතිං පුක තමා ,Political,ගොන් රට පාලන කරා රටේ ජනතා ගාන ග ය අධ්‍යාපන විප්ලව වෙනස ඉතිං පුක තමා
ගොන්නු රට පාලනය කරාම රටේ ජනතාවත් ඒ ගානට ගන්න යනවා  අධ්‍යාපනයේ විප්ලවීය වෙනස ඉතිං පුක තමා ,Political,ගොන් රට පාලන කරා රටේ ජනතා ගාන ග ය අධ්‍යාපන විප්ලව වෙනස ඉතිං පුක තමා
